train_pct,lora_r4_mse,lora_r8_mse,lora_r16_mse,sft_mse,zero_shot_mse
5.0,0.09121055901050568,0.09179862588644028,0.09117832779884338,0.09568731486797333,0.09225232154130936
10.0,0.09409325569868088,0.0947951003909111,0.0947147086262703,0.09317918121814728,0.09225232154130936
20.0,0.09466151148080826,0.09429863095283508,0.09632588922977448,0.09500289708375931,0.09225232154130936
40.0,0.08839301764965057,0.08846452832221985,0.08800125122070312,0.10631881654262543,0.09225232154130936
60.0,0.08641951531171799,0.08656611293554306,0.08561685681343079,0.10860319435596466,0.09225232154130936
80.0,0.08681517839431763,0.0843721255660057,0.08603601157665253,0.12245573103427887,0.09225232154130936
100.0,0.08693721890449524,0.08410344272851944,0.08591278642416,0.12403308600187302,0.09225232154130936
